State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
Minnesota,Minneapolis-St. Paul,South Metro Islamic Center,"15400 South Robert Trail, Rosemount, MN",(651) 252-1186
Minnesota,Minneapolis-St. Paul,Al-Amaan Center,"5620 Smetana Drive, Hopkins, MN",(952) 917-9091
Minnesota,Minneapolis-St. Paul,Mercy Center,"2647 Bloomington Avenue South, Minneapolis, MN",(612) 876-2839
Minnesota,Minneapolis-St. Paul,Samaha Islamic Center,"214 Holmes Street South, Shakopee, MN",(612) 478-2838
Minnesota,Northern Minnesota,Islamic Center of the Twin Ports,"145 West Winona Street, Duluth, MN",(218) 585-8235
Minnesota,Northern Minnesota,Moorhead Mosque,"2215 12th Avenue South, Fargo, MN",(218) 329-8343
Minnesota,Southern Minnesota,United Islamic Society,"17 North Broadway, Rochester, MN",(507) 529-1478
Minnesota,Southern Minnesota,Mankato Islamic Center,"329 East Plum Street, Mankato, MN",(507) 386-1797
Minnesota,Southern Minnesota,Abubakar Islamic Center,"1201 Division Street West, Faribault, MN",(507) 209-1764
Minnesota,Southern Minnesota,Islamic Society of Marshall,"911 West Main Street, Marshall, MN",(507) 337-0726
Minnesota,Southern Minnesota,Al-Hudaa Mosque,"7 3rd Street NE, Faribault, MN",(507) 209-1764
Mississippi,North,Islamic Center of Mississippi,"204 Herbert Street, Starkville, MS",(662) 323-6559
Mississippi,North,Masjid Al-Halim,"16 Al Halim Road, Sumrall, MS",(601) 736-8540
Mississippi,North,Islamic Center of Mississippi & Alabama,"4329 Old Highway 45 North, Meridian, MS",(832) 788-5003
Mississippi,North,Islamic Center of Vicksburg,"6705 Paxton Road, Vicksburg, MS",(601) 634-8584
Mississippi,North,Masjid Bilal,"202 East Green Street, Mound Bayou, MS",(662) 741-3355
Mississippi,North,Islamic Center of Tupelo,"783 Poplarville Street, Tupelo, MS",(662) 844-5090
Mississippi,North,Al Eman Mosque,"47 Wolf Street, Hickory Flat, MS",(662) 259-2111
Mississippi,South,Magnolia Islamic Center,"1465 US Highway 51, Madison, MS",(601) 856-5755
Mississippi,South,Biloxi Islamic Center,"205 Keller Avenue, Biloxi, MS",(228) 432-7650
Mississippi,South,Masjid Omer Bin Al-Khattab,"2533 West McDowell Road, Jackson, MS",(601) 371-2834
Mississippi,South,Islamic Center of Hattiesburg,"215 South 25th Avenue, Hattiesburg, MS",(601) 543-0329
Mississippi,South,Islamic Center of Waynesboro,"1110 West Avenue, Waynesboro, MS",(601) 671-1711
Mississippi,South,Muhammad Masjid,"6100 Floral Drive, Jackson, MS",(601) 957-2598
Missouri,Central Missouri,Jefferson City Muslim Community,"5123 Moreau Ridge Road, Jefferson City, MO",(573) 632-4201
Missouri,Central Missouri,The Islamic Center of Central Missouri,"201 South 5th Street, Columbia, MO",(573) 875-4633
Missouri,Central Missouri,AT Still University MSA,"800 West Jefferson Street, Kirksville, MO",(423) 557-7562
Missouri,Central Missouri,Muslim Community of Kirksville,"1308 South Baltimore Street, Kirksville, MO",(423) 557-7562
Missouri,Kansas City Metro,Islamic Center of Greater St. Joseph,"2325 Messanie Street, St. Joseph, MO",(816) 919-0938
Missouri,Kansas City Metro,Az-Zahra Islamic Center,"8350 Leavenworth Road, Kansas City, KS",(913) 440-4786
Missouri,Kansas City Metro,Islamic Society of Greater Kansas City,"8501 East 99th Street, Kansas City, MO",(816) 763-2267
Missouri,Kansas City Metro,Al-Kahaf Center,"4206 East 9th Street, Kansas City, MO",(816) 231-3101
Missouri,Kansas City Metro,Islamic Center of Northland,"900 NE Vivion Road, Kansas City, MO",(816) 734-0011
Missouri,Kansas City Metro,Masjid Al-Huda,"141 South Van Brunt Blvd., Kansas City, MO",(816) 606-0388
Missouri,Kansas City Metro,Masjid Al-Taqwa,"1340 Admiral Boulevard, Kansas City, MO",(816) 842-2191
Missouri,Kansas City Metro,Islamic Center of Warrensburg ,"137 East Culton Street, Warrensburg, MO",(660) 747-2304
Missouri,Kansas City Metro,Masjid Al-Mustafa,"3607 Antioch Road, Kansas City, MO",(816) 255-4391
Missouri,Kansas City Metro,Masjid Anas bin Malik,"2904 Park Avenue East, Kansas City, MO",(816) 315-5050
Missouri,Kansas City Metro,Al-Inshirah Islamic Center,"3664 Troost Avenue, Kansas City, MO",(816) 960-0475
Missouri,Southern Missouri,Islamic Society of Joplin,"1805 West 32nd Street, Joplin, MO",(417) 347-6468
Missouri,Southern Missouri,Islamic Center of Springfield,"2151 East Division Street, Springfield, MO",(417) 863-1102
Missouri,St. Louis Metro,Dar-ul-Islam Masjid,"517 Weidman Road, Ballwin, MO",(636) 394-7878
Missouri,St. Louis Metro,Islamic Center of Rolla Missouri,"1302 North Elm Street, Rolla, MO",(573) 341-7360
Missouri,St. Louis Metro,West Florissant Masjid,"6809 West Florissant Avenue, Jennings, MO",(314) 382-6707
Missouri,St. Louis Metro,Resalat Community Center,"3618 Meramec Street, St Louis, MO",(314) 629-3993
Missouri,St. Louis Metro,Dar Aljalal Mosque,"8945 Dunn Road, Hazelwood, MO",(314) 837-5000
Missouri,St. Louis Metro,Turkish American Society of Missouri,"664 Lemay Ferry Road, Lemay, MO",(314) 256-0123
Missouri,St. Louis Metro,West Pine Masjid,"3843 West Pine Boulevard, St. Louis, MO",(314) 531-8646
Missouri,St. Louis Metro,Islamic Community Center,"4666 Lansdowne Avenue, St. Louis, MO",(314) 352-2700
Missouri,St. Louis Metro,Al Qooba Masjid,"1925 Allen Avenue, St Louis, MO",(314) 771-3548
Missouri,St. Louis Metro,Masjid Al-Muminun,"1434 North Grand Blvd., St. Louis, MO",(314) 531-5414
Missouri,St. Louis Metro,Bosnian Islamic Center of St. Louis,"3125 Lemay Ferry Road, St. Louis, MO",(314) 894-7664
Missouri,St. Louis Metro,Masjid & Islamic Education Center of Belleville,"4525 Old Collinsville Road, Belleville, IL",(618) 222-9055
Missouri,St. Louis Metro,Northwest Islamic Center,"10543 Lackland Road, St. Louis, MO",(314) 427-3900
Missouri,St. Louis Metro,Dar al-Zahra Mosque,"721 Strecker Road, Wildwood, MO",(636) 532-4888
Missouri,St. Louis Metro,Imam Husain Foundation,"5401 Lansdowne Avenue, St Louis, MO",(314) 504-6887
Missouri,St. Louis Metro,Zainabiya Imambargah,"7011 Howdershell Road, Hazelwood, MO",(314) 786-2902
Missouri,St. Louis Metro,Al Manara Masjid,"929 Big Bend Road, Ballwin, MO",(314) 480-5659
Missouri,St. Louis Metro,St. Louis Islamic Center,"9528 Reavis Barracks Road, Affton, MO",(314) 939-9074
Missouri,St. Louis Metro,Muslim Community Center of St. Charles,"5145 Westwood Drive, Weldon Spring, MO",(314) 484-1286
Missouri,St. Louis Metro,Grand Masjid,"3415 South Grand Blvd., St. Louis, MO",(314) 771-3311
Montana,Eastern Montana,Islamic Community of Billings,"1349 Lake Elmo Drive, Billings, MT",(406) 208-0332
Montana,Western Montana,Islamic Center of Bozeman ,"301 North 15th Avenue, Bozeman, MT",(406) 587-7162
Montana,Western Montana,IMSA/Montana Islamic Society,"601 South 5th Street East, Missoula, MT",(512) 944-8798
Montana,Western Montana,Butte Islamic Center,"1148 West Park Street, Butte, MT",(832) 495-6890
Nebraska,Central Nebraska,Millard Islamic Center,"5135 Marshall Drive, Omaha, NE",(402) 515-7019
Nebraska,Central Nebraska,Nebraska Islamic Foundation,"7125 Douglas Street, Lincoln, NE",(402) 467-3388
Nebraska,Central Nebraska,Sabah Bosnian Cultural Center,"1145 Furnas Avenue, Lincoln, NE",(402) 890-3424
Nebraska,Central Nebraska,Grand Island Islamic Center,"1600 Eddy Street Sout, Grand Island, NE",(308) 850-8293
Nebraska,Omaha,Islamic Center of Omaha,"3511 North 73rd Street, Omaha, NE",(402) 571-0720
Nebraska,Omaha,Islamic Foundation of Lincoln,"3636 North 1st Street, Lincoln, NE",(402) 475-0475
Nebraska,Omaha,Islamic Center of Siouxland,"2701 Willow Street, South Sioux City, NE",(619) 481-1778
Nevada,Las Vegas Metro,Islamic Community of West Las Vegas,"711 Morgan Avenue, Las Vegas, NV",(702) 647-2500
Nevada,Las Vegas Metro,Islamic Association of Las Vegas,"6180 West Viking Road, Las Vegas, NV",(702) 243-3444
Nevada,Las Vegas Metro,Omar Haikal Mosque,"485 East Eldorado Lane, Paradise, NV",(702) 614-9002
Nevada,Las Vegas Metro,Islamic Information Center,"1610 East Russell Road, Las Vegas, NV",(702) 837-3400
Nevada,Las Vegas Metro,Masjid Haseebullah,"3799 Edward Avenue, Las Vegas, NV",(702) 630-3321
Nevada,Las Vegas Metro,Ahl ul-Bait Center of Nevada,"4785 South Durango Drive, Las Vegas, NV",(702) 889-0051
Nevada,Las Vegas Metro,Masjid Ibrahim,"3799 West Edward Avenue, Las Vegas, NV",(702) 395-7013
Nevada,Las Vegas Metro,Islamic Society of Nevada,"4730 East Desert Inn Road, Las Vegas, NV",(702) 433-3431
Nevada,Reno-Sparks,Masjid at Taqwa,"2475 Kings Row, Reno, NV",(775) 746-6363
Nevada,Reno-Sparks,Northern Nevada Muslim Community,"1857 Oddie Blvd., Sparks, NV",(775) 351-1857
New Hampshire,South,Islamic Society of Greater Nashua,"5 Pine Street Extension, Nashua, NH",(603) 786-7586
New Hampshire,South,Windham Muslim Community Center,"27 Roulston Road, Windham, NH",(603) 874-1362
New Hampshire,South,Islamic Society of Seacoast Area,"42 Dover Point Road, Dover, NH",(603) 750-4060
New Hampshire,South,Islamic Society of Greater Manchester,"373 South Willow Street, Manchester, NH",(603) 644-0939
New Hampshire,South,Islamic Society of Greater Keene,"242 Chesterfield Road, Keene, NH",(603) 903-9647
New Hampshire,South,Masjid al Latiff,"659 Marlboro Street, Keene, NH",(865) 237-2387
New Jersey,Central Jersey,Muslim Center of Somerset County,"63 Southside Avenue, Somerville, NJ",(908) 231-1263
New Jersey,Central Jersey,Muslim Community of New Jersey,"15 South 2nd Street, Fords, NJ",(732) 738-5100
New Jersey,Central Jersey,Masjid-e-Ali,"47 Cedar Grove Lane, Somerset, NJ",(732) 564-1331
New Jersey,Central Jersey,Islamic Center of Hunterdon County,"39 Mine Street, Flemington, NJ",(908) 824-0685
New Jersey,Central Jersey,Muslim Center of Middlesex County,"1000 Hoes Lane East, Piscataway, NJ",(732) 463-2004
New Jersey,Central Jersey,Islamic Center of East Brunswick,"402 New Brunswick Avenue, East Brunswick, NJ",(609) 948-4772
New Jersey,Central Jersey,New Brunswick Islamic Center,"1330 Livingston Avenue, North Brunswick, NJ",(732) 214-1547
New Jersey,Central Jersey,Imam-a-Zamana Foundation of North America,"235 Georgia Road, Freehold, NJ",(732) 308-3027
New Jersey,Central Jersey,Islamic Center of Old Bridge,"205 Route 35, Old Bridge Township, NJ",(732) 583-2030
New Jersey,Central Jersey,Islamic Society of Central Jersey,"4145 US Highway 1, South Brunswick Township, NJ",(732) 329-6995
New Jersey,Central Jersey,Masjidul Bayaan,"612 Ridge Avenue, Asbury Park, NJ",(732) 807-5779
New Jersey,Central Jersey,Astaana-e-Zehra,"14 Mount Vernon Road, Englishtown, NJ",(908) 446-0554
New Jersey,Central Jersey,Islamic Society of Monmouth County,"496 Red Hill Road, Middletown, NJ",(732) 671-3321
New Jersey,Central Jersey,Islamic Information Institute,"520 Ernston Road, Parlin, NJ",(732) 316-1800
New Jersey,Central Jersey,Institute of Islamic Studies,"379 Princeton Hightstown Road, East Windsor, NJ",(609) 448-0100
New Jersey,Central Jersey,Islamic Center of Plainfield,"151 North Avenue, Plainfield, NJ",(908) 222-1101
New Jersey,Central Jersey,Masjid-ullah Muhammad,"321 Grant Avenue, Plainfield, NJ",(201) 561-6797
New Jersey,Central Jersey,Al-Minhaal Center,"1764 New Durham Road, South Plainfield, NJ",(732) 659-6323
New Jersey,Central Jersey,Dawatul Islamia of Somerset,"122 Churchill Avenue, Somerset, NJ",(732) 247-7277
New Jersey,Central Jersey,Al-Baseerah Islamic Center,"1345 South Avenue, Plainfield, NJ",(909) 312-1345
New Jersey,Central Jersey,Muslim Center of Greater Princeton,"2030 Old Trenton Road, West Windsor Township, NJ",(609) 336-7602
New Jersey,Central Jersey,Islamic Circle of Mercer County,"336 Lawrence Station Road, Lawrence Township, NJ",(609) 586-3165
New Jersey,North Jersey,Masjid Rahmah,"666-657 Dr Martin Luther King Jr Blvd, Newark, NJ",(973) 621-8833
New Jersey,North Jersey,Tawheed Islamic Center,"984 West Side Avenue, Jersey City, NJ",(201) 432-1773
New Jersey,North Jersey,Mehfile Shahe-Khorasan,"36 Tenafly Road, Englewood, NJ",(201) 567-6577
New Jersey,North Jersey,Jam-e-Masjid Islamic Center,"110 Harrison Street, Boonton, NJ",(973) 334-9334
New Jersey,North Jersey,Bergen County Islamic Education Center,"78 Trinity Place, Hackensack, NJ",(201) 488-8075
New Jersey,North Jersey,Islamic Center of Morris County,"1 Mannino Drive, Rockaway, NJ",(973) 664-1111
New Jersey,North Jersey,Masjid Dar ul-Khair,"1 Chopin Court, Jersey City, NJ",(201) 360-0988
New Jersey,North Jersey,Bergen Turkish Cultural Center & Mosque,"240 Knox Avenue, Cliffside Park, NJ",(201) 667-2380
New Jersey,North Jersey,Masjid Al-Aisha,"52 East Johnson Avenue, Bergenfield, NJ",(201) 374-2839
New Jersey,North Jersey,National Islamic Association (NIA),"237-239 Roseville Avenue, Newark, NJ",(973) 482-8996
New Jersey,North Jersey,Masjid Al-Wali,"10 Olsen Avenue, Edison, NJ",(917) 902-8257
New Jersey,North Jersey,Islamic Dawah Center of Plainfield,"230 East 5th Street, Plainfield, NJ",(908) 769-8700
New Jersey,North Jersey,Masjid Darul Islam,"602-612 Salem Avenue, Elizabeth, NJ",(908) 469-4323
New Jersey,North Jersey,Clifton Blue Mosque,"492 Clifton Avenue, Clifton, NJ",(973) 478-7200
New Jersey,North Jersey,alFalah Center (Jumma Only),"1260 US Route 22 East, Bridgewater, NJ",(908) 671-1742
New Jersey,North Jersey,Paterson Mevlana Cami,"291-293 Sussex Avenue, South Paterson, NJ",(201) 647-8889
New Jersey,North Jersey,El Zahra Islamic Center,"218 Irving Street, Midland Park, NJ",(201) 670-9090
New Jersey,North Jersey,The Muslim Mosque,"32 Chestnut Street, Paterson, NJ",(973) 345-1083
New Jersey,North Jersey,Masjid Adam,"340 Totowa Avenue, Paterson, NJ",(973) 595-1155
New Jersey,North Jersey,Bayonne Mosque & Community Center,"109 East 24th Street, Bayonne, NJ",(201) 470-4262
New Jersey,North Jersey,Ulu Camii,"408 Knickerbocker Avenue, Paterson, NJ",(973) 345-6584
New Jersey,North Jersey,Islamic Center of Jersey City,"17 Park Street, Jersey City, NJ",(201) 451-8030
New Jersey,North Jersey,Albanian American Islamic Center,"43 Monroe Street, Garfield, NJ",(973) 546-4095
New Jersey,North Jersey,Islamic Center of Union County,"2372 Morris Avenue, Union, NJ",(908) 686-5400
New Jersey,North Jersey,Muslim Community Center of Union County,"964-984 Magie Avenue, Elizabeth, NJ",(908) 965-1001
New Jersey,North Jersey,North Hudson Islamic Center,"4613 Cottage Place, Union City, NJ",(201) 330-0066
New Jersey,North Jersey,Islamic Center of Passaic County,"152 Derrom Avenue, Paterson, NJ",(973) 278-7070
New Jersey,North Jersey,Islamic Center of America,"215 North Oraton Parkway, East Orange, NJ",(973) 672-6690
New Jersey,North Jersey,Nida-ul-Islam Center,"250 Hargreaves Avenue, Teaneck, NJ",(201) 833-2162
New Jersey,North Jersey,Omar Mosque,"501 Getty Avenue, Paterson, NJ",(973) 279-6226
New Jersey,North Jersey,Islamic Center of Harrison,"301 Jersey Street, Harrison, NJ",(973) 481-2877
New Jersey,North Jersey,Zainabia,"1049 Clinton Avenue, Irvington, NJ",(973) 373-3900
New Jersey,North Jersey,Islamic Center of Lake Hiawatha,"292 US Route 46, Parsippany-Troy Hills, NJ",(888) 589-4830
New Jersey,North Jersey,Irvington Islamic Center,"656 Sandford Avenue, Newark, NJ",(973) 373-3141
New Jersey,North Jersey,Masjid Al-Wadud,"222 Bloomfield Avenue, Montclair, NJ",(201) 678-3632
New Jersey,North Jersey,Mohammadia Islamic Center,"140 Marshall Street, Paterson, NJ",(973) 742-3020
New Jersey,North Jersey,Islamic Society of Northern Jersey,"354 Road 46 West, Hackettstown, NJ",(908) 850-9925
New Jersey,North Jersey,Masjid Al-Haqq,"689 Springfield Avenue, Newark, NJ",(973) 373-0344
New Jersey,North Jersey,Masjid Baitul Nasr,"101 East West Jersey Avenue, Pleasantville, NJ",(609) 377-5772
New Jersey,North Jersey,Masjidun-Nur,"1231 Mechanic Street, Camden, NJ",(856) 365-1551
New Jersey,North Jersey,Al Mir'aj Center,"625 Avenue C, Bayonne, NJ",(201) 470-4262
New Jersey,North Jersey,MAS Center,"236 Broadway, Bayonne, NJ",(201) 455-8806
New Jersey,North Jersey,Jamiah Masjid Livingston,"154 South Livingston Avenue, Livingston, NJ",(973) 303-9267
New Jersey,North Jersey,Al Ghadeer Benevolent Foundation,"337 79th Street, North Bergen, NJ",(201) 854-8220
New Jersey,North Jersey,IABC Center,"613 Sunset Road, Burlington Township, NJ",(609) 531-2206
New Jersey,North Jersey,Bosniak Community Center of North NJ,"63 Route 46, Hackettstown, NJ",(973) 479-3279
New Jersey,North Jersey,Carteret Islamic Center Musalla,"740 Roosevelt Avenue, Carteret, NJ",(732) 770-9363
New Jersey,North Jersey,Masjid Salahuddin,"245 Broadway, Paterson, NJ",(973) 279-4151
New Jersey,North Jersey,Islamic Center of Passaic County - Clifton,"257 Pershing Road, Clifton, NJ",(973) 278-7070
New Jersey,North Jersey,Morristown Medical Center Jumma Prayer,"100 Madison Avenue, Morristown, NJ",(973) 971-5000
New Jersey,North Jersey,Masjid Quba,"78 Essex Street, Carteret, NJ",(732) 723-7786
New Jersey,North Jersey,Albanian American Cultural Center,"90 Riverdale Road, Riverdale, NJ",(973) 523-9203
New Jersey,North Jersey,Masjid Al-Iman,"598 Communipaw Avenue, Jersey City, NJ",(201) 433-0601
New Jersey,North Jersey,Masjid Bilal,"219 Old Bergen Road, Jersey City, NJ",(201) 333-7485
New Jersey,North Jersey,Masjid Muhammad,"297 Martin Luther King Drive, Jersey City, NJ",(646) 523-6643
New Jersey,North Jersey,Islamic Learning Center Mosque,"180 Ege Avenue, Jersey City, NJ",(201) 780-8698
New Jersey,North Jersey,Darul Uloom New Jersey Masjid,"86 Marion Street, Paterson, NJ",(973) 341-3744
New Jersey,North Jersey,Al-Mustafa Islamic Center,"21 Passaic Avenue, Pompton Lakes, NJ",(862) 666-9787
New Jersey,North Jersey,Ibn Khaldun Cultural Center,"390 Schuyler Avenue, Kearny, NJ",(201) 889-2084
New Jersey,North Jersey,Masjid Sadar & Community Center,"216 Ernston Road, Sayreville, NJ",(732) 925-0655
New Jersey,North Jersey,Masjid AsHabul Yameen,"224 North 18th Street, East Orange, NJ",(973) 678-7878
New Jersey,North Jersey,Dar-ul-Islah,"320 Fabry Terrace, Teaneck, NJ",(201) 692-7730
New Jersey,North Jersey,Muslim Federation of NJ,"530 Montgomery Street, Jersey City, NJ",(201) 433-0057
New Jersey,North Jersey,Minhaj ul Quran,"36 Vreeland Avenue, Hackensack, NJ",(201) 641-2200
New Jersey,North Jersey,Islamic Foundation of New Jersey,"57-61 Van Houten Street, Paterson, NJ",(973) 279-6408
New Jersey,North Jersey,Masjid Ansar As-Sunnah,"456 River Street, Paterson, NJ",(973) 247-3432
New Jersey,North Jersey,Islamic Cultural Center,"20-24 Branford Place, Newark, NJ",(973) 623-2100
New Jersey,North Jersey,Sunni Rizvi Jamia Masjid,"294 Grove Street, Jersey City, NJ",(201) 333-2500
New Jersey,North Jersey,Waris Cultural Center,"62-72 Howard Street, Irvington, NJ",(973) 373-3333
New Jersey,North Jersey,Islamic Cultural & Development Center,"635 Saint Georges Avenue, Roselle, NJ",(908) 259-5128
New Jersey,North Jersey,Bosniak American Community Center,"1 Locust Street, Elmwood Park, NJ",(201) 203-2904
New Jersey,North Jersey,Darulrehmat Masjid,"220 Saint George Avenue, Rahway, NJ",(908) 720-7733
New Jersey,North Jersey,Masjid Al-Ferdous,"438 Union Avenue, Paterson, NJ",(973) 389-7987
New Jersey,South Jersey,Masjid Al-Taqwa,"3536 Atlantic Avenue, Atlantic City, NJ",(609) 344-1786
New Jersey,South Jersey,Masjid Mohammed,"300 Albany Blvd, Atlantic City, NJ",(609) 347-0220
New Jersey,South Jersey,Quba School & Islamic Center,"1311 Haddon Avenue, Camden, NJ",(856) 576-6192
New Jersey,South Jersey,GCLEA,"5 Esterbrook Lane, Cherry Hill Township, NJ",(856) 229-7184
New Jersey,South Jersey,Association of Bosniaks of Delaware Valley-Philadelphia,"2835 Creek Road, Hainesport, NJ",(215) 992-9653
New Jersey,South Jersey,Glassboro Islamic Center,"101 Liberty Street, Glassboro, NJ",(917) 325-2080
New Jersey,South Jersey,Masjid Muhammad ibn Abdul Wahab,"1032 Spruce Street, Camden, NJ",(856) 541-0681
New Jersey,South Jersey,Islamic Center of South Jersey,"612 Garfield Avenue, Palmyra, NJ",(856) 786-7440
New Jersey,South Jersey,Delaware Valley Muslim Association,"203 Fountain Avenue, Burlington, NJ",(609) 386-5535
New Jersey,South Jersey,Al-Saffat Masjid,"25 Oxford Street, Trenton, NJ",(609) 695-7775
New Jersey,South Jersey,Masjid Shuhada,"2648 Route 206, Mount Holly, NJ",(609) 265-9310
New Jersey,South Jersey,Muslim American Community Association,"3 Lafayette Avenue, Voorhees, NJ",(856) 753-7925
New Jersey,South Jersey,Islamic Center of Ocean County,"2116 Whitesville Road, Toms River, NJ",(732) 363-1940
New Jersey,South Jersey,Masjid Freehaven,"280 Ashland Avenue, Lawnside, NJ",(609) 546-2995
New Jersey,South Jersey,Muslim Society of Jersey Shore,"1733 Lakewood Road, Toms River, NJ",(732) 286-0300
New Jersey,South Jersey,Bridgeton Musalla,"22-24 Coral Avenue, Bridgeton, NJ",(856) 451-4651
New Jersey,South Jersey,Al Minhal Academy of Washington Township,"438 Ganttown Road, Washington Township, NJ",(856) 896-5367
New Jersey,South Jersey,Murat Camii Bahçesi,"379 Monroeville Road, Upper Pittsgrove, NJ",(856) 358-0280
New Jersey,South Jersey,Masjid Ibn Uthaymeen,"39 East Paul Avenue, Trenton, NJ",(609) 847-8417
New Jersey,South Jersey,Masjid al-Dawah,"3191 US Highway 206, Mansfield, NJ",(609) 913-0036
New Jersey,South Jersey,Garden State Islamic Center,"633 Maurice River Parkway, Vineland, NJ",(856) 451-4651
New Jersey,South Jersey,Masjidûl Farukî,"1153 Marlkress Road, Cherry Hill Township, NJ",(609) 456-5430
New Jersey,South Jersey,Islamic Center of Ewing,"685 Parkway Avenue, Trenton, NJ",(609) 406-9222
New Jersey,South Jersey,Shia Association of North America,"337 Conrow Road, Delran, NJ",(609) 231-0357
New Jersey,South Jersey,Masjid Al-Furqaan,"1208 Atlantic Avenue, Atlantic City, NJ",(609) 344-0279
New Mexico,Albuquerque,The Islamic Center of New Mexico,"1100 Yale Blvd. SE, Albuquerque, NM",(505) 256-1450
New Mexico,Albuquerque,Dar Al-Salam Foundation,"8900 Menaul Blvd. NE, Albuquerque, NM",(505) 659-2485
New Mexico,Albuquerque,Ahlul-Bayt Center,"6513 Lomas Blvd. NE, Albuquerque, NM",(505) 750-1039
New Mexico,Albuquerque,New Mexico Mahdavi Islamic Association,"524 Chama Street NE, Albuquerque, NM",(505) 553-3389
New Mexico,Albuquerque,The Lighthouse Muslim Community Center,"10832 Prospect Avenue NE, Albuquerque, NM",(505) 750-7806
New Mexico,East,Gallup Mosque,"3100 East Highway 66, Gallup, NM",(505) 879-8727
New Mexico,East,The Golden Mosque,"902 Mitchell Street, Clovis, NM",(720) 989-8328
New Mexico,North,Masjid Al Muqarraboon,"Highway 39 & Homestead Road, Roy, NM",(505) 659-1457
New Mexico,Santa Fe,Dar al Islam,"342 County Road 155, Abiquiu, NM",(505) 685-4515
New Mexico,Santa Fe,Muslim Society of Northern New Mexico,"418 West San Mateo Road, Santa Fe, NM",(505) 501-1715
New Mexico,Santa Fe,Masjed Khadeejah,"509 Ranchito Road, Taos, NM",(505) 758-1843
New Mexico,South,Southern New Mexico Islamic Center,"1065 East Boutz Road, Las Cruces, NM",(505) 522-3363
New York,Brooklyn,Fatih Camii Mosque,"5911 8th Avenue, Brooklyn, NY",(718) 438-6919
New York,Brooklyn,"Al-Ansar Center, Inc.","2230 Bath Avenue, Brooklyn, NY",(347) 702-9580
New York,Brooklyn,Masjid Dawood,"143 State Street, Brooklyn, NY",(718) 875-6607
New York,Brooklyn,Baitul Mamur Masjid & Community Center,"1033 Glenmore Avenue, Brooklyn, NY",(718) 437-5702
New York,Brooklyn,Masjid Ul Kawthar,"695 Nostrand Avenue, Brooklyn, NY",(347) 533-8736
New York,Brooklyn,New York Islamic Cultural Center,"1239 Belmont Avenue, Brooklyn, NY",(212) 722-5234
New York,Brooklyn,Masjid Al-Imam Al-Albani,"463 3rd Avenue, Brooklyn, NY",(347) 209-7993
New York,Brooklyn,Muslim Youth Center,"1933 Bath Avenue, Brooklyn, NY",(718) 232-5905
New York,Brooklyn,Masjid Al-Taqwa,"1266 Bedford Avenue, Brooklyn, NY",(718) 622-0800
New York,Brooklyn,Islamic Center of Bay Ridge,"6807 5th Avenue, Brooklyn, NY",(718) 680-0121
New York,Brooklyn,Masjid Abdul Muhsi Khalifah,"120 Madison Street, Brooklyn, NY",(718) 783-1279
New York,Brooklyn,Masjid Al Arqam,"651 Banner Avenue, Brooklyn, NY",(212) 866-1700
New York,Brooklyn,Albanian-American Islamic Community,"1325 Albemarle Road, Brooklyn, NY",(718) 282-0358
New York,Brooklyn,Masjid of the Crimean Turks of America,"4509 New Utrecht Avenue, Brooklyn, NY",(718) 438-9567
New York,Brooklyn,Thayba Islamic Center,"2165 Coney Island Avenue, Brooklyn, NY",(718) 382-3943
New York,Brooklyn,Masjid Ul-Ikhwa,"1135 Eastern Parkway, Brooklyn, NY",(718) 493-0461
New York,Brooklyn,Brooklyn Islamic Center,"722 Church Avenue, Brooklyn, NY",(718) 469-4899
New York,Brooklyn,Baitush Sharaf Jame Masjid Islamic Center,"769 Bergen Street, Brooklyn, NY",(718) 398-4579
New York,Brooklyn,Al-Mahdi Foundation,"779 Coney Island Avenue, Brooklyn, NY",(718) 675-6987
New York,Brooklyn,Ahlul Bayt Mosque,"543 Atlantic Avenue, Brooklyn, NY",(718) 852-1390
New York,Brooklyn,Islamic Center of Brighton Beach,"232 Neptune Avenue, Brooklyn , NY",(347) 701-5652
New York,Brooklyn,Belal Masjid,"1404 Newkirk Avenue, Brooklyn, NY",(718) 859-0216
New York,Brooklyn,Masjid Al-Rahman,"333 86th Street, Brooklyn, NY",(718) 748-2540
New York,Brooklyn,Bangladesh Muslim Center,"105 Cortelyou Road, Brooklyn, NY",(718) 436-4210
New York,Brooklyn,Masjid Ibadul-Rahman,"380 Myrtle Avenue, Brooklyn, NY",(718) 260-9618
New York,Brooklyn,Brooklyn Islamic Center,"2015 64th Street, Brooklyn, NY",(718) 331-2843
New York,Brooklyn,Masjid Ummul Qura,"632 Coney Island Avenue, Brooklyn, NY",(718) 419-1200
New York,Brooklyn,Beit El-Maqdis Islamic Center,"62-24 6th Avenue, Brooklyn, NY",(718) 567-7091
New York,Brooklyn,Darul Jannah Masjid,"6 Avenue C, Brooklyn, NY",(718) 437-9848
New York,Brooklyn,Masjid Nur Al Islam,"21 Church Avenue, Brooklyn, NY",(718) 435-3237
New York,Brooklyn,Iqra Masjid Community & Tradition,"1885 McDonald Avenue, Brooklyn, NY",(718) 627-9136
New York,Brooklyn,Eyup Sultan Islamic Center,"2814 Brighton 3rd Street, Brooklyn, NY",(718) 627-4421
New York,Brooklyn,Masjid al-Badar,"2431 Bath Avenue, Brooklyn, NY",(718) 372-8317
